"","a","b","g","u"
"Item_42",0.753765941786101,0.937207852880287,0.294090902088527,1
"Item_43",1.09776240222674,-0.0737571828080124,0.247242756156373,1
"Item_44",0.996659688829364,0.361234958180512,0.239181801781015,1
"Item_45",1.07170952178474,-0.255530027644301,0.104544127539779,1
"Item_46",0.967138605599455,0.854702955969992,0.136333854766163,1
"Item_47",0.923711688948961,0.989669711773432,0.169527221532402,1
"Item_48",1.03393260513459,1.18900447043342,0.293878736704552,1
"Item_49",0.741370748191454,-0.36432937950579,0.153868453061932,1
"Item_50",0.816441362560119,-0.153281482580252,0.244207902575884,1
"Item_51",1.16452644829194,-0.914782205319851,0.205916349318734,1
"Item_52",1.06833468485578,-0.384836456172227,0.160175411941052,1
"Item_53",1.36966547410052,0.298549541948206,0.157019759097818,1
"Item_54",0.879876682751546,0.809058379805451,0.12011161483991,1
"Item_55",1.30770451484591,0.54818499905633,0.0610941237833535,1
"Item_56",1.42232269078643,0.0549301032530072,0.130239247740943,1
"Item_57",1.05112939275283,-0.0956036751311615,0.200484731953421,1
"Item_58",0.974207294109397,0.444431580290803,0.330074826698271,1
"Item_59",1.20150115304163,-1.14522969502028,0.326353554490373,1
"Item_60",1.25913899099144,0.0881995608494653,0.191017889635705,1
"Item_61",0.973554973182552,0.750646186538322,0.267589356155576,1
"Item_62",0.905527647159917,1.09655220049983,0.237021124135785,1
"Item_63",1.309526075383,1.85877626028767,0.329601641316659,1
"Item_64",1.04241514999172,-1.52584163745493,0.248484330978249,1
"Item_65",0.804224861859736,0.346363373686197,0.108930654322063,1
"Item_66",1.05011153158401,-1.41238816596393,0.343292218928873,1
"Item_67",1.14231463892571,-0.98859390252212,0.156116182229142,1
"Item_68",0.936418740397173,-1.57311683988301,0.158030564781385,1
"Item_69",1.02902838586892,0.994028762721242,0.341741619977573,1
"Item_70",0.828601845135653,-0.503354744283588,0.243669946115078,1
"Item_71",1.17646094464067,0.172188926794207,0.282844955896078,1
"Item_72",0.892142110353621,-0.563819148135703,0.181847744557296,1
"Item_73",1.16886484879775,0.254048464124664,0.121074378225435,1
"Item_74",1.12037324649003,0.878485386881992,0.285999979870874,1
"Item_75",0.85668140662947,1.50729675748358,0.277340755252058,1
"Item_76",1.26669133379846,1.06579802601337,0.26560130763414,1
"Item_77",0.716307018026812,-0.304460280441549,0.256271305826234,1
"Item_78",1.01043314083955,-0.185204603242161,0.201454529387287,1
"Item_79",1.05924385865892,-1.20810842338973,0.183995968184071,1
"Item_80",0.699638798067532,-1.06501259642447,0.418916434021047,1
"Item_81",1.17456258657896,-1.08352585667555,0.294184643908815,1
"Item_82",1.15414536615652,0.436700486722082,0.348259646682686,1
"Item_83",0.995026724189391,-0.0952723414536325,0.188856724442391,1
"Item_84",0.919252460902461,-0.0655097432172336,0.138169404112019,1
"Item_85",0.948026109361034,2.22571533953027,0.238985421662763,1
"Item_86",0.96642549773063,-1.90317398571852,0.214324281136984,1
"Item_87",1.20112659954446,-1.512241532097,0.159663739089889,1
"Item_88",1.42212797185633,0.501257012936555,0.282773781782613,1
"Item_89",1.22613378328517,0.590018918698631,0.277365657831323,1
"Item_90",1.10583460822899,-0.142815647496305,0.191081320248559,1
