"Aluno","Theta","ExpectedRaw","Score0to1000"
"Aluno140",0.0456988775596733,55.569661015499,617.440677949989
"Aluno141",-0.58513878778667,44.1648194039354,490.720215599283
"Aluno142",0.189902229353096,58.3078207215091,647.864674683435
"Aluno143",0.851719671622224,70.205809548119,780.064550534655
"Aluno144",0.203244601286775,58.560951176419,650.677235293545
"Aluno145",-0.0358412304962783,54.0277204979773,600.308005533081
"Aluno146",-0.203146864461278,50.9068007305311,565.631119228123
"Aluno147",0.438508988485789,62.9748893057194,699.720992285771
"Aluno148",1.5074036177952,79.324028627644,881.378095862712
"Aluno149",-0.200521879276343,50.9551582672827,566.16842519203
"Aluno150",0.068860981737047,56.0090416779429,622.322685310477
"Aluno151",0.391273490066748,62.0994755587525,689.994172875028
"Aluno152",0.623737565668419,66.3247806045691,736.942006717435
"Aluno153",-1.15870291037294,35.4286941921319,393.652157690354
"Aluno154",-1.7962264198507,28.2808665070628,314.231850078475
"Aluno155",-0.989555753013264,37.8082585378604,420.091761531782
"Aluno156",-0.00689623677919917,54.5740035589457,606.377817321619
"Aluno157",0.444737852452837,63.0897819827148,700.99757758572
"Aluno158",-0.401393288066711,47.328640266335,525.873780737056
"Aluno159",0.958626514429874,71.9127092432508,799.030102702787
"Aluno160",-0.344131070584493,48.3460288022595,537.178097802883
"Aluno161",-0.103089342922859,52.7647432128523,586.274924587247
"Aluno162",-0.597065310055509,43.9650735691223,488.500817434692
"Aluno163",-0.263968235707325,49.7929544075651,553.255048972946
"Aluno164",0.584959158232171,65.6360841808247,729.289824231386
"Aluno165",0.528124402501379,64.6139256969685,717.932507744095
"Aluno166",-1.80159582228662,28.2338931079944,313.70992342216
"Aluno167",2.03161827065582,84.1937557598559,935.48617510951
"Aluno168",-0.85943683480139,39.7561419720688,441.734910800765
"Aluno169",-0.589190792223953,44.096877121472,489.965301349689
"Aluno170",-0.0768434347842885,53.2565073538741,591.738970598601
"Aluno171",-1.47067311609733,31.5485484860162,350.539427622402
"Aluno172",-0.205344606866479,50.8663312673291,565.181458525878
"Aluno173",-0.858493548111626,39.7706147077702,441.895718975224
"Aluno174",0.337481604562697,61.0946322464105,678.829247182339
"Aluno175",0.501282087367372,64.1262825917899,712.514251019888
"Aluno176",1.03703930136036,73.1135976036726,812.373306707473
"Aluno177",-0.171295634261887,51.4950523728752,572.167248587502
"Aluno178",-1.0742650620237,36.5940803602378,406.600892891531
"Aluno179",-0.480423021702006,45.9483982900868,510.537758778742
"Aluno180",0.0473807818997683,55.6015512919696,617.795014355218
"Aluno181",0.0629165611740707,55.8962372430675,621.06930270075
"Aluno182",1.05195171664129,73.3368972186683,814.854413540759
"Aluno183",1.25826217892131,76.2522757417114,847.247508241238
"Aluno184",-0.206466193101638,50.8456843970944,564.952048856604
"Aluno185",-0.131208843678851,52.2397466756762,580.441629729735
"Aluno186",-1.99202692084228,26.7106277242952,296.784752492169
"Aluno187",-0.419735922861198,47.0057653787224,522.286281985805
"Aluno188",-1.17840522616484,35.1634665608587,390.705184009541
"Aluno189",-0.518892874905649,45.2870209492214,503.189121658015
"Aluno190",0.682480529500271,67.3533789782713,748.370877536348
"Aluno191",0.23677912219027,59.1964296642986,657.738107381096
"Aluno192",0.32592899898671,60.8778766354051,676.420851504501
"Aluno193",0.155365362525776,57.6520734020147,640.578593355719
"Aluno194",0.14462147945388,57.4479832262035,638.310924735594
"Aluno195",0.252497352670814,59.4938350259674,661.042611399638
"Aluno196",-2.90708293179494,22.5816384187867,250.907093542074
"Aluno197",-0.449272053865309,46.4890381372282,516.544868191425
"Aluno198",-0.483319401548262,45.8983599375257,509.981777083618
"Aluno199",-0.238744741644496,50.2533048007199,558.370053341333
"Aluno200",0.213386027427012,58.7532526910547,652.813918789496
"Aluno201",0.768591285123897,68.8264562835134,764.738403150149
"Aluno202",-0.574703632399644,44.3401654884339,492.668505427043
"Aluno203",1.49830082917242,79.2205674857277,880.228527619197
"Aluno204",0.976511226401466,72.1905145375592,802.116828195102
"Aluno205",0.207719042944816,58.6458070479563,651.620078310626
"Aluno206",0.131342583739383,57.1957099749722,635.507888610802
"Aluno207",-0.216844485169616,50.6548330242392,562.831478047102
"Aluno208",-1.42795338500773,32.0380245049297,355.978050054774
"Aluno209",-0.389132467333802,47.5452899961575,528.280999957306
"Aluno210",0.692636456786106,67.5293246227093,750.325829141215
"Aluno211",0.614507090433022,66.1615233721748,735.128037468609
"Aluno212",0.20435407744116,58.5819935605063,650.911039561181
"Aluno213",-0.164574721159719,51.6195811722713,573.550901914125
"Aluno214",-1.47749400229522,31.4716744589617,349.685271766241
"Aluno215",-0.349895429784936,48.2429805094868,536.033116772076
"Aluno216",1.7890373972787,82.2009948891111,913.34438765679
"Aluno217",1.1617702817787,74.9297182425947,832.552424917719
"Aluno218",-0.0271495303748572,54.1916137309681,602.129041455201
"Aluno219",-1.19778604256335,34.905099493083,387.834438812033
"Aluno220",0.225351291360298,58.9800078599627,655.333420666253
"Aluno221",-1.79650494448331,28.2784243765829,314.204715295366
"Aluno222",-0.252426572211124,50.0033133511961,555.592370568845
"Aluno223",-0.425821028021002,46.8989849177491,521.099832419435
"Aluno224",-0.574087192779372,44.3505405793718,492.783784215242
"Aluno225",1.53288118387698,79.6100764447041,884.556404941157
"Aluno226",-1.09950524866788,36.2409210722436,402.676900802707
"Aluno227",-0.64912165640769,43.1015651805239,478.906279783599
"Aluno228",-1.26622150988902,34.0132800956667,377.925334396297
"Aluno229",-1.30428630564578,33.5313740123161,372.570822359068
"Aluno230",0.271973937291293,59.8618603191516,665.131781323906
"Aluno231",-1.00134369748822,37.636678707537,418.185318972634
"Aluno232",0.386697454423524,62.0143022341951,689.047802602168
"Aluno233",-0.270209229887491,49.6794107469912,551.993452744347
"Aluno234",-0.161587642930546,51.6749707818942,574.166342021047
"Aluno235",0.624255572700703,66.3339297284122,737.043663649024
"Aluno236",-0.741296715766291,41.6065352002345,462.294835558161
"Aluno237",0.895642241619206,70.9165153065238,787.961281183598
"Aluno238",-0.629232260369727,43.4298792041582,482.554213379535
"Aluno239",0.575611612366592,65.4689855372971,727.433172636634
"Aluno240",-0.00868118328656426,54.540277208266,606.003080091844
"Aluno241",-0.292964237367412,49.2666711136458,547.407456818287
"Aluno242",-0.144452421936503,51.9932133683009,577.702370758899
"Aluno243",-0.33100289088355,48.5812328132853,539.79147570317
"Aluno244",-0.780802757849033,40.979386875723,455.326520841367
"Aluno245",0.426524689536776,62.7534652461221,697.260724956913
"Aluno246",0.0885888988399765,56.3835662085962,626.484068984402
"Aluno247",0.71253192394593,67.8723268707049,754.136965230054
"Aluno248",-1.41435360464324,32.1967287631224,357.741430701359
"Aluno249",-1.3142577900735,33.4068362544965,371.187069494405
"Aluno250",0.421194156281287,62.6548240156008,696.164711284454
"Aluno251",1.12306154164361,74.3787719919545,826.430799910605
"Aluno252",0.823047438111688,69.7350110735794,774.833456373104
"Aluno253",-0.841738456265937,40.0285081272074,444.761201413416
"Aluno254",-1.48713092952254,31.3636659707082,348.485177452314
"Aluno255",0.405682717034965,62.3672664313809,692.969627015343
"Aluno256",-0.0195711448411751,54.3346192676981,603.717991863312
"Aluno257",0.486939074604438,63.8645141023094,709.605712247882
"Aluno258",-0.110130336286093,52.6330971339529,584.812190377255
"Aluno259",-0.270418428946305,49.6756072649695,551.951191832994
"Aluno260",2.11282151177417,84.76608163856,941.845351539555
"Aluno261",-0.352812978760018,48.1908770364752,535.454189294169
"Aluno262",-0.356840759490539,48.1190051073563,534.655612303958
"Aluno263",0.439357322441245,62.9905448597317,699.894942885908
"Aluno264",-0.946893081526797,38.4361340587661,427.068156208513
"Aluno265",1.02094176849595,72.8707092365284,809.674547072538
"Aluno266",-0.813936394162795,40.4598446853543,449.55382983727
"Aluno267",0.877517186096042,70.6247984758134,784.719983064593
"Aluno268",0.262130604292805,59.6759354542376,663.065949491529
"Aluno269",1.0075797674449,72.667653514753,807.418372386144
"Aluno270",0.12641402895702,57.102074043055,634.467489367278
"Aluno271",-0.918254834468054,38.8635759920089,431.817511022321
"Aluno272",-1.4480378905816,31.8061840000823,353.402044445359
"Aluno273",1.40281343562315,78.0951797726835,867.724219696484
"Aluno274",-0.849899370254778,39.9027016840554,443.36335204506
"Aluno275",-1.55132684013596,30.6623213238078,340.69245915342
"Aluno276",-0.589834228999565,44.0860957358391,489.84550817599
"Aluno277",1.01771871606618,72.821849468191,809.131660757678
"Aluno278",-1.4745498804465,31.5048124753922,350.053471948802
"Aluno279",-1.12457061768269,35.8942323228966,398.82480358774
"Aluno280",-0.437991368212453,46.6859232180045,518.73248020005
"Aluno281",-1.32484123036513,33.2754359197971,369.727065775523
"Aluno282",-1.58933109731008,30.2621062544687,336.245625049652
"Aluno283",-1.34468868906929,33.0311963616311,367.013292907012
"Aluno284",-0.407473470992002,47.2214485586481,524.682761762757
"Aluno285",-0.506211244464001,45.5042683029556,505.60298114395
"Aluno286",-0.614369951794204,43.6765142725849,485.294603028721
"Aluno287",-1.49359167441505,31.2916518693138,347.685020770154
"Aluno288",0.780338311808314,69.0240050051187,766.933388945764
"Aluno289",-0.800871745505051,40.6639927216577,451.822141351752
"Aluno290",0.316009471566167,60.6915223185073,674.350247983415
"Aluno291",-1.31679813319573,33.375222798976,370.835808877511
"Aluno292",0.30321257730837,60.4508036298662,671.675595887403
"Aluno293",1.04784130044722,73.2755121460922,814.172357178802
"Aluno294",-0.588597600422697,44.1068184244858,490.075760272065
"Aluno295",-2.11190658155298,25.8894495571857,287.660550635397
"Aluno296",0.355535764362572,61.4327342784118,682.585936426798
"Aluno297",1.602001876674,80.3600421457919,892.889357175465
"Aluno298",0.374929804174635,61.7949963863992,686.611070959991
"Aluno299",-0.184179512550261,51.2567182047943,569.519091164381
"Aluno300",0.374454627865294,61.7861326751018,686.512585278909
"Aluno301",0.523034356882135,64.5216860247576,716.907622497306
"Aluno302",-0.883572693087409,39.3875181197705,437.639090219673
"Aluno303",-0.752701929645439,41.424629516679,460.273661296433
"Aluno304",0.579692736987806,65.5419912506898,728.244347229887
"Aluno305",-0.490956692749023,45.7666058654501,508.517842949445
"Aluno306",1.10681740090764,74.1441421459178,823.823801621309
"Aluno307",-1.42460712556043,32.076945682752,356.410507586134
"Aluno308",1.38870505147879,77.9226879241389,865.807643601543
"Aluno309",0.0980269211200109,56.5628097048607,628.475663387342
"Aluno310",-0.0433615955532541,53.8860233449905,598.733592722117
"Aluno311",1.04259511579958,73.1969833407894,813.29981489766
"Aluno312",0.721609742278924,68.0280815896657,755.867573218508
"Aluno313",-0.628101010033984,43.4486128470402,482.762364967114
"Aluno314",0.477209810101654,63.686492098617,707.627689984633
"Aluno315",0.978809354076296,72.2260462532215,802.511625035794
"Aluno316",-0.10934280381351,52.6478155773232,584.975728636925
"Aluno317",-0.500255404975784,45.6065615568966,506.739572854407
"Aluno318",-0.840656775962204,40.0452106083386,444.946784537095
"Aluno319",0.49124734440042,63.9432279188708,710.480310209675
"Aluno320",0.746681475634704,68.4557657323479,760.61961924831
"Aluno321",-0.679161790080842,42.6095099708752,473.438999676391
"Aluno322",-1.30579025644164,33.5125450332451,372.361611480502
"Aluno323",-0.39367137100751,47.465010313657,527.389003485077
"Aluno324",-1.28713053694583,33.7472989526719,374.969988363021
"Aluno325",0.478294205658068,63.7063518735981,707.84835415109
"Aluno326",-0.389179398201223,47.5444594683315,528.27177187035
"Aluno327",-1.40837924728988,32.266884065569,358.520934061878
"Aluno328",-0.511233171791758,45.4181464576739,504.646071751932
"Aluno329",-0.489443026142234,45.792696929379,508.807743659767
"Aluno330",0.276419948343781,59.9457868727177,666.064298585752
"Aluno331",-0.684792498694741,42.5177942347261,472.419935941401
"Aluno332",1.96479259092281,83.6878308802305,929.864787558117
"Aluno333",-0.492582507195084,45.7385937509709,508.20659723301
"Aluno334",0.279805211318805,60.0096675026864,666.774083363182
"Aluno335",0.105097621092402,56.697114520247,629.967939113856
"Aluno336",0.105518828586182,56.7051156275279,630.056840305865
"Aluno337",-0.0680543363220194,53.4215338183382,593.572597981536
"Aluno338",0.550569958941956,65.0193398685794,722.437109650882
"Aluno339",0.801627365769561,69.3798498569428,770.887220632698
"Aluno340",-1.31282359381057,33.4247046477095,371.385607196772
"Aluno341",-0.52739187059014,45.1418569415753,501.576188239726
"Aluno342",-0.336338775494365,48.4855495630594,538.728328478438
"Aluno343",1.25929832426058,76.2660793849478,847.400882054975
"Aluno344",-0.623306421515408,43.5280833832104,483.64537092456
"Aluno345",-1.66471117081724,29.5015470912904,327.794967681004
"Aluno346",0.0144993377482921,54.9786237448406,610.873597164896
"Aluno347",-0.355467864077549,48.1434954498768,534.927727220853
"Aluno348",0.00936363537653543,54.8814436040545,609.793817822828
"Aluno349",-1.09342613673547,36.325610218916,403.617891321289
"Aluno350",1.22908151971128,75.8600364442729,842.889293825255
"Aluno351",-0.310589943222241,48.9483469482076,543.870521646751
"Aluno352",0.173533347419917,57.9971027138671,644.412252376301
"Aluno353",-0.849756063000919,39.9049076943952,443.387863271058
"Aluno354",-1.17994130368668,35.1428969801336,390.476633112596
"Aluno355",-1.4115562074833,32.2295447239484,358.106052488316
"Aluno356",-0.481993164525941,45.9212673496941,510.23630388549
"Aluno357",-0.940992699195228,38.523812145705,428.0423571745
"Aluno358",2.22046004237208,85.4554109858682,949.504566509647
"Aluno359",-1.80149882329616,28.2347397055706,313.719330061895
"Aluno360",-1.24631020289993,34.2694191059665,380.771323399628
"Aluno361",-0.14285994512741,52.0228321181822,578.031467979802
"Aluno362",1.03751946553759,73.1208132669646,812.453480744051
"Aluno363",-0.468812474182467,46.1493781050057,512.770867833397
"Aluno364",0.742201624125615,68.3796178163571,759.773531292857
"Aluno365",-0.609814401166259,43.7523341222822,486.137045803135
"Aluno366",0.724560617916243,68.0786095559512,756.428995066124
"Aluno367",1.73869974769048,81.7322438930591,908.136043256212
"Aluno368",-0.678548992380072,42.6195013648354,473.550015164838
"Aluno369",0.6163846326687,66.1947657155349,735.497396839277
"Aluno370",0.478255438720782,63.7056419674775,707.840466305306
"Aluno371",-1.92933017849321,27.1818356944778,302.020396605308
"Aluno372",-0.492751571893626,45.7356815520633,508.17423946737
"Aluno373",1.33831360301112,77.2935364823972,858.817072026636
"Aluno374",0.201225830548052,58.5226603608626,650.251781787363
"Aluno375",-0.933482850592819,38.6356988743995,429.285543048884
"Aluno376",0.509373763291967,64.2735970371396,714.15107819044
"Aluno377",-0.805262287481807,40.595282904401,451.058698937789
"Aluno378",0.299147025830527,60.3742583631871,670.825092924301
"Aluno379",0.5856425118659,65.6482837259993,729.425374733326
"Aluno380",-0.879117949068848,39.4553092431059,438.392324923399
"Aluno381",0.583065288653827,65.6022623419656,728.91402602184
"Aluno382",-0.42046869228777,46.9928980458165,522.143311620183
"Aluno383",-1.5271641906563,30.9225825373711,343.584250415235
"Aluno384",-0.857534294236318,39.7853374984697,442.059305538553
"Aluno385",-0.259804095584594,49.8687938276126,554.097709195695
"Aluno386",0.0319715774411205,55.3094830869867,614.54981207763
"Aluno387",-0.991060290250627,37.7863128574533,419.84792063837
"Aluno388",1.19317888041453,75.3682318110233,837.424797900259
"Aluno389",-0.0624602195064119,53.5266558832606,594.740620925118
"Aluno390",-0.369461521185133,47.8942443013284,532.15827001476
"Aluno391",0.998958281628667,72.5359470030967,805.954966701074
"Aluno392",0.51096204684745,64.3024814660696,714.472016289662
"Aluno393",0.331407473974238,60.9807047730621,677.563386367356
"Aluno394",-0.546112609313487,44.8233333617083,498.037037352314
"Aluno395",-1.30872670840155,33.4758282014024,371.953646682248
"Aluno396",-0.528059798246894,45.1304633692997,501.449592992219
"Aluno397",-0.578246467174254,44.2805735325075,492.006372583417
"Aluno398",-0.0169332453863176,54.3844190572655,604.271322858506
"Aluno399",-0.13984705788134,52.0788887166069,578.65431907341
"Aluno400",0.531157968581771,64.668846196416,718.542735515734
"Aluno401",0.930287445481356,71.467890217788,794.087669086533
"Aluno402",-0.560821010316024,44.5742720663281,495.269689625868
"Aluno403",-0.721376256604585,41.9258965027851,465.84329447539
"Aluno404",-1.57671274891265,30.3937454293243,337.708282548048
"Aluno405",-0.00948288556530437,54.525130704458,605.83478560509
"Aluno406",0.745275167144509,68.4318743104848,760.354159005386
"Aluno407",-2.12847710253801,25.7839300029174,286.488111143527
"Aluno408",-0.394712070478604,47.4466161501921,527.184623891024
"Aluno409",-0.31668742502494,48.8385116027861,542.650128919846
"Aluno410",0.901402094308677,71.0087527854161,788.986142060179
"Aluno411",-0.090507925243932,53.0002788162606,588.89198684734
"Aluno412",0.0838590923444666,56.2937539681564,625.486155201737
"Aluno413",-0.0706374474257736,53.3730154001074,593.033504445638
"Aluno414",0.28534839331675,60.1142255174003,667.935839082226
"Aluno415",0.827583552414269,69.8098481323977,775.664979248863
"Aluno416",-1.58191370228376,30.3393374026585,337.103748918428
"Aluno417",0.320324147939398,60.7726068855687,675.25118761743
"Aluno418",0.0858716728555893,56.3319686745613,625.910763050681
"Aluno419",-0.407731412411962,47.2169047541108,524.632275045675
"Aluno420",-1.77275125207261,28.4888648449264,316.542942721404
"Aluno421",-1.56297371673135,30.5384809250374,339.316454722638
"Aluno422",1.73642453545174,81.7105965796313,907.895517551459
"Aluno423",-0.406187912255374,47.2440989067881,524.934432297645
"Aluno424",-0.991658418941408,37.7775921129212,419.751023476903
"Aluno425",-0.564370602151978,44.5143242598842,494.603602887602
"Aluno426",-0.750561035611309,41.4587229416031,460.652477128923
"Aluno427",-0.0738682357549064,53.3123518021442,592.359464468269
"Aluno428",1.50679232955099,79.3171015982774,881.301128869749
"Aluno429",-0.719783192156532,41.9515260691118,466.128067434575
"Aluno430",0.317542220385139,60.720331451906,674.670349465622
"Aluno431",-1.3565030511164,32.8871688889519,365.412987655021
"Aluno432",1.57648748040104,80.087634671223,889.862607458033
"Aluno433",-0.115640629833544,52.5301573111657,583.668414568508
"Aluno434",-1.55816615411088,30.5894721854112,339.883024282346
"Aluno435",0.96350147724624,71.9886580405179,799.873978227977
"Aluno436",1.06622439093032,73.5490686853558,817.211874281731
"Aluno437",0.14334339067721,57.423703019699,638.041144663323
"Aluno438",-1.64118228091577,29.7341854383177,330.37983820353
"Aluno439",1.98380087383611,83.8350001362155,931.500001513505
"Aluno440",0.177811819985732,58.0783331360672,645.314812622969
"Aluno441",0.621503651898044,66.2853092880832,736.503436534258
"Aluno442",-0.379951564179732,47.707947217492,530.088302416578
"Aluno443",-0.35003868186163,48.24042138852,536.004682094667
"Aluno444",0.490120470570103,63.9226464963459,710.251627737176
"Aluno445",0.786960060675822,69.134988651996,768.166540577733
"Aluno446",0.0563943906559411,55.7724992312473,619.694435902748
"Aluno447",-1.67620943869653,29.3894336722371,326.549263024857
"Aluno448",0.388502410197905,62.047904995165,689.421166612945
"Aluno449",1.1991700511037,75.4510037953327,838.344486614808
"Aluno450",0.67214878536123,67.1738043247344,746.37560360816
"Aluno451",0.163284582497457,57.8024843914852,642.249826572058
"Aluno452",-1.59283942047912,30.225725956161,335.8413995129
"Aluno453",-0.911609628526097,38.9634345817201,432.927050908001
"Aluno454",-0.572120513201198,44.3836536221648,493.151706912943
"Aluno455",-0.545885203891113,44.827192354792,498.079915053244
"Aluno456",-0.165059020117724,51.6106032814386,573.45114757154
"Aluno457",0.137354486494595,57.3099268110116,636.776964566795
